submission_order,polymer,species,conformer_id,n_atoms,formula,inchikey_connectivity,xyz_path,xyz_sha256,source_file,source_sha256
192,pet,pet,config_7090,91,C40H34O17,KXFLPOHHHVBAOO,inputs/polymers/pet/config_7090.xyz,f2ce8d9161dd07d4f640184b5ecd039ed8606abef3cd7a2c8dc6993f31329164,pet_mcos/config_7090.mcos,4c8f14625f9abf7f84ad14e943881b21bfb521d1943d70f63abc1f668e70a247
193,pet,pet,config_72450,91,C40H34O17,KXFLPOHHHVBAOO,inputs/polymers/pet/config_72450.xyz,fef0034307d1d340a0191751c0e61e33257edfa0dca57f043cd5637f8327c7e6,pet_mcos/config_72450.mcos,fcafa6346cdfc91cc0068fe4369818bcffe2e5dbd37823433880f5ac31ccdccd
194,pet,pet,config_79060,91,C40H34O17,KXFLPOHHHVBAOO,inputs/polymers/pet/config_79060.xyz,a249a10271bf9172c5b5b4cb39fa0372d77ca4d0d45f62ea64b9b58d2fd8b937,pet_mcos/config_79060.mcos,a57d91e6a1bce4b7deefeeaca7022f84d917e40dbf5cab7ae3f5b25c917528e9
195,pet,pet,config_89380,91,C40H34O17,KXFLPOHHHVBAOO,inputs/polymers/pet/config_89380.xyz,bbcde96c11bd37898036f04c54471bec54c8ba5aa5814a965f706497ba278437,pet_mcos/config_89380.mcos,c405c53ce1b0dd031073c5a29d43681d00f22a542f297112fe7967dd59138d2c
196,polyethersulfone,polyethersulfone,conf_1190,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_1190.xyz,6f4b44fa69fb17f5b7a08f7ab089ed9f55985d23b50199255a26f7da82f44794,polyethersulfone_mcos/conf_1190.cosmo,08634d400189ce6d40f486d9c9a7ce3c9ea893cc77be92965ae55b686d39d7c7
197,polyethersulfone,polyethersulfone,conf_1770,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_1770.xyz,4f1e2015ce6704615625cd52e4deba716687e8b0bc7decd828fcf6699e68116d,polyethersulfone_mcos/conf_1770.cosmo,88985b7969aebcf8c7d8ae987d320434edda9d39514d93f1ccd98fe770519656
198,polyethersulfone,polyethersulfone,conf_2580,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_2580.xyz,0d5c596775f0d2c1ed8e0023e1ee725e5d3396666be1bfc14383fdb813bd3b67,polyethersulfone_mcos/conf_2580.cosmo,fdd6a3710b5322ac8cd702a741caad93bcb7432781025a6532c73aa43ba34adb
199,polyethersulfone,polyethersulfone,conf_2680,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_2680.xyz,0f435061a345cab3e83b38e91d6926439a5cd78daf7ae18ee6c9e64af9b87d59,polyethersulfone_mcos/conf_2680.cosmo,762635e1e058cef9d9f76565c8e184d6a4d62f44c5af571ecbf5c7cb97005193
200,polyethersulfone,polyethersulfone,conf_2830,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_2830.xyz,4a2c390b0304538ce99ebaa93642dd2a2abd96288b37531b4212d4e0e8418c5e,polyethersulfone_mcos/conf_2830.cosmo,132f1468d9f482d07cc7b08c4bcba1989f772932ef341483e60f435204758d54
201,polyethersulfone,polyethersulfone,conf_3850,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_3850.xyz,be500975c2410f50ce0ece065fdc0f1d680854416767520079fa7d440ad3bb2c,polyethersulfone_mcos/conf_3850.cosmo,943454324ba2b7dce180962b9c2a0fe8fbf0db68da0cfa1e452f57d40a92b6c6
202,polyethersulfone,polyethersulfone,conf_4160,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_4160.xyz,5a655062bd5a0eb4f88632f3196c3804140e18124765512df84dd3530fcc9157,polyethersulfone_mcos/conf_4160.cosmo,842d51edee1d64c5be7c95725983da6e4433fb4bd7685abc64fe22b494b35278
203,polyethersulfone,polyethersulfone,conf_4200,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_4200.xyz,2c4d3ca69f964ebe98a4e4946c0df1607f6e07fbe14321c2600200b3024dc68f,polyethersulfone_mcos/conf_4200.cosmo,9c210d231c2c70c008596aa6b8453a81449be23db3b498f56e21035404735789
204,polyethersulfone,polyethersulfone,conf_4460,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_4460.xyz,098b63f65e5c85ac45ef0d4031e7b1efa40808dbbfe35dcd6d9df94919d70752,polyethersulfone_mcos/conf_4460.cosmo,d05e25a0d096351c70a6bd9070e7de0fe0d9feaf01a9c7675d23630166e73e46
205,polyethersulfone,polyethersulfone,conf_4540,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_4540.xyz,0925bbb0875e023058e12d3c5e907dc02b0cdd19bfc81a453fa26c8a617af370,polyethersulfone_mcos/conf_4540.cosmo,0c71395dae1fbb4134314596e4dea5988641f7ebaecb2d7349064c12415040f8
206,polyethersulfone,polyethersulfone,conf_5180,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_5180.xyz,fa9e3d96891aad714b9baa85b5d6409efb840c6b40e448530f24dfda0c2d6e7a,polyethersulfone_mcos/conf_5180.cosmo,2c7d1d4912442e43a3acf830b0ab2e68bb5ab23c38e0279f52ead8d7a4435b83
207,polyethersulfone,polyethersulfone,conf_5460,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_5460.xyz,1df6e5bbf9b8015c98403fda1d931ba8a973b2e3969934b64f4b95f92c6fc0d2,polyethersulfone_mcos/conf_5460.cosmo,b8ec84792ec113bca8ea50381a37238727bf006ee200a2594c22a174b6165629
208,polyethersulfone,polyethersulfone,conf_5800,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_5800.xyz,49f88370c2afae82cbd50e6ae412ec5a672d6ad6fcc0fc3024a405f49f1e86db,polyethersulfone_mcos/conf_5800.cosmo,093cb5b88b467323827d3c08b2801e4873b2c85dcbc365538f3034aac260a140
209,polyethersulfone,polyethersulfone,conf_6720,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_6720.xyz,739a4b15d97f28e38e25f6d5cdfa7485a6106ab33f5f870c7871ab8c2550a769,polyethersulfone_mcos/conf_6720.cosmo,5516bc786f6b9f0d7c3fd8c63c6b9117b60030358b05547746cb64a8d2aecc9e
210,polyethersulfone,polyethersulfone,conf_810,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_810.xyz,4e01985ace8cfd9048af305630a0a2464b9dc45a7397c353cef68b083c0b3a80,polyethersulfone_mcos/conf_810.cosmo,4fa8e5bf6668c1670187e461cfe2bf7ee74e3d296b7a93e2c98cc6ff538dc178
211,polyethersulfone,polyethersulfone,conf_8820,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_8820.xyz,9d9943c371441d1a50a7b405eb5474c62ddb8c305d7b98cd713dbdc2992bd5d3,polyethersulfone_mcos/conf_8820.cosmo,98f0276587d97dbe6f963ec8bedf3de5b30857256545be3c9a313ce20a71ec90
212,polyethersulfone,polyethersulfone,conf_8860,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_8860.xyz,98e5c58940e124d035ad0c939cc5f667a08fcccba38189488d26087cab0be927,polyethersulfone_mcos/conf_8860.cosmo,6b2a5568386078aa9a5609504a84ab2a8a87645e4b2bf387487e3ecb9e11a4b7
213,polyethersulfone,polyethersulfone,conf_9010,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_9010.xyz,a4e1468e8cd90a3a884bdeb44b24c3ae198be5be1b35aebf9924782a4929a685,polyethersulfone_mcos/conf_9010.cosmo,2235c1d83f6491156be25fda058a55298d62ce5ec52d8785d7f8281a64fb9a41
214,polyethersulfone,polyethersulfone,conf_9360,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_9360.xyz,55158699bf0711ad528c0de620480b270d03387ad30d89a05ba3b058084ec5b2,polyethersulfone_mcos/conf_9360.cosmo,31ee001f7e056747e20f83439fbf5d614741f963fa927640ebe8a2d24b09fc84
215,polyethersulfone,polyethersulfone,conf_9610,98,C48H34O12S4,PGWZYFJXDNLYOE,inputs/polymers/polyethersulfone/conf_9610.xyz,c464ea036f2163ba440339210ff36f9c53e8c8c9bb5fef4a77b8ad6517ae640f,polyethersulfone_mcos/conf_9610.cosmo,25b730db6aa1905dfc00e06d35b3eb9422e8dc7bb757e0a69ba67465423f3735
216,ps,ps,config_17970,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_17970.xyz,10d250fba9d23fc4c49f0c209888a4ace0b9306fbf6550bcbc33202b98d74a70,ps_mcos/config_17970.mcos,998aff2638a1b4e55d6e82d2492bede6cb889abf85f720cc595959501cac8d58
217,ps,ps,config_18110,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_18110.xyz,4fbbf503edeaccefc7e3ffbba626b66da16bb6142b6cedf073ba8d42c4cacb61,ps_mcos/config_18110.mcos,514c52aeabafa47012ae6c90d36f39e9baf9b9b806f739e10909cf124b31411f
218,ps,ps,config_20120,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_20120.xyz,530d97e06044d1ea6fa63709ea02f922d40666a732511d4abee62f2c6e76a577,ps_mcos/config_20120.mcos,62e39c2884523605471def15e048eef9442f5c44fdf335b8e14c8232a1f26c4e
219,ps,ps,config_23380,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_23380.xyz,e24310021e36b2a66e90400abae45a2d5d1af866a8440b5b59aec89237031aae,ps_mcos/config_23380.mcos,8bccb08966894552785b177e70e798b4a33c7eab1539fb50e98e7916967add3e
220,ps,ps,config_2670,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_2670.xyz,63191ef9511bfcfb333bc80eb0a134664abd867878beb904383a5c3c8f16537a,ps_mcos/config_2670.mcos,94b6a9565effe222302701dae4146772fc68db3e1a02fd6a4bafdd8b965b7df6
221,ps,ps,config_27430,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_27430.xyz,78be880f3082d05451b8d1cd20ce0c4cec0e1a30b8c6efcc0f12a69b9978d99e,ps_mcos/config_27430.mcos,73e5ae1bc13ea9428ee4474ab0250531e25326a83f7fe0bdfc98c531cacb937e
222,ps,ps,config_29730,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_29730.xyz,e29d43c81bd672c8a21e9b2475f30091ff8c8c1e2d7d91feac7f1a3d8f170949,ps_mcos/config_29730.mcos,2a4a9d9d54ba7fd8d09561b524dee75fcbe1894ebd976ae4892c40866052744c
223,ps,ps,config_33110,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_33110.xyz,19d95bc257acc2c1df6763a75cb4f66b134f7e7d8dfa69435b641dcbc9258332,ps_mcos/config_33110.mcos,3495473d8aba040724bd227b98594c09ff358ae650b1095350c2d7d0a0e979be
224,ps,ps,config_34060,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_34060.xyz,eb4098753fa612cab5664c727f2be0b455803a80c402956d98986b228bdf69f3,ps_mcos/config_34060.mcos,f3546ac4fad5b6ac99841206125ba1216474b2d7e45dce9ecd3dac734196d0d6
225,ps,ps,config_3800,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_3800.xyz,6bfd58c302557615a119b687a0f6cdab1cdd4c3bd95e1394aabfd720e04e0193,ps_mcos/config_3800.mcos,90cac043c94b2545394977b04f454840ec704b9f8e1196258b42432bfe128bc1
226,ps,ps,config_38710,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_38710.xyz,f61617b30e348272af99e3f7252a6a760cf5fce2de202758178d641630b3e5c8,ps_mcos/config_38710.mcos,a1657ab8fb6b5e7320ab114f73f1bd5c0b05d0a60c2f91fda0123d361b5fab82
227,ps,ps,config_40080,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_40080.xyz,c412c0d3ab682c89d764ba9e4837992c0ad97ed2f928497e8d142b00eb7de77a,ps_mcos/config_40080.mcos,773de9c762d2f68119d98433fea8cc8e9ba4ef175291e420b0dfe33f21e7c6c2
228,ps,ps,config_40760,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_40760.xyz,64f34c5a8c0b4bc18b81099cb4f6631c3918e9df93f882667fcda2f47d5fe94b,ps_mcos/config_40760.mcos,375d4508a3a10f256a01ce72dbdc59586a78d17e4c718376a81144d7ae8bf42f
229,ps,ps,config_41740,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_41740.xyz,f6c36a86c7ac12ab16e0d511ca0f8a6312f94270a8e8bf54a942667a90157f1b,ps_mcos/config_41740.mcos,61a8f0013aa546251e5a4e780d6cfdba07c7a4fc83e69c9f1e1712c4832d023a
230,ps,ps,config_51080,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_51080.xyz,5c4f4168e387e72b304f6feaab90a176e49e8c7656b276ffab3017f9e8330992,ps_mcos/config_51080.mcos,40ff366999407f34c834b5e82b3b3cb9bc9de8051dc8058aac19ae1c869ce017
231,ps,ps,config_57890,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_57890.xyz,ee86fad9fac7f73d6b73abdffd625047feddfd69f876ce2856410221bea6fb2a,ps_mcos/config_57890.mcos,f20b04348b8e6ddcaecae1b39206c10cc247e6d4c311f98810958839ebc1253c
232,ps,ps,config_60860,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_60860.xyz,f98f27e568e7cbe82036d5fdec965d587f691e4dc9d24f1c984a4cbf5959dedc,ps_mcos/config_60860.mcos,eb282fb4bfbbda0e6cdd307ef3458e511a3347a1b92e098bed5a0506a0918f4a
233,ps,ps,config_64760,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_64760.xyz,8f3b2510fc91c657c9246fa4c95cf9b01fa1b5c26e9eeeaddb27b03230b28085,ps_mcos/config_64760.mcos,da951015995753235b76c2b6da7afac9e1ab1cf4ae1be12b4104318487b3e140
234,ps,ps,config_68590,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_68590.xyz,f7e7d58df6049a7719d6ffc0631208494c10f19803237c8e232cc651945dac73,ps_mcos/config_68590.mcos,47800d3c002964cd7358707da79906bbe74bddcaf5d1d70f3c86080b0983f533
235,ps,ps,config_69370,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_69370.xyz,127958119605db8926192bd09ed64d8b3780e4e30b5d58a5510053051322862c,ps_mcos/config_69370.mcos,f52cdb8695c09ecd490d50aa018a9c81007a8863164497007326a25cd64acc52
236,ps,ps,config_72240,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_72240.xyz,028616a48a82f9bc3909d8e7498a51953f985cca4357e36caf6adc4b0aa9e62f,ps_mcos/config_72240.mcos,c7810aa98bdf94c69b6be301aa4d25195977380033dbc437a57b73b411ecd367
237,ps,ps,config_73830,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_73830.xyz,49baf73849bde14d65ab4afb7f154a142512b00eb75793cfca021d2476c6874a,ps_mcos/config_73830.mcos,f41445b4154691b28317aa7ba9b34949c75cd75c7518a703fa273a198a14c38e
238,ps,ps,config_74080,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_74080.xyz,ccf7ea3da1ce6e13cd3c8dcfc786ae96a71859156b6101bf61a02d834a6a00fa,ps_mcos/config_74080.mcos,7cccfe598f0b97a8890ded7e1ab0e7bcb1719911204c12f439df6fd0084dd2b5
239,ps,ps,config_74740,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_74740.xyz,6f0755d4a6ac7483c673719846d23c8c7e34daccfc612f844d43f0d57eb3ffce,ps_mcos/config_74740.mcos,ed2b331e521550e7b8916de3d4b27acf5d7115b4a12a0de13ad92a0f08bf13b3
240,ps,ps,config_80830,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_80830.xyz,29b2b407036a8acf4582cb8cbc772885af1d249f56fefe9ea9ac65da4e23b634,ps_mcos/config_80830.mcos,b8d8d25efe0ea0d336a85dc4f087517fa281f5bb82a3f498f7fb941d83839416
241,ps,ps,config_87930,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_87930.xyz,f53d49fd89dbe2afbca04272860bf4a6242e6a6d7244db5ce18792da2ed697c0,ps_mcos/config_87930.mcos,bfc4430631904346d694e1760601a6db9f4d05da91e3b775e963afedc19967ce
242,ps,ps,config_93830,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_93830.xyz,9f62ecd9819a400138f48b0e9acfd583a981bade490890bfad9c5cc233c2176c,ps_mcos/config_93830.mcos,ec0e784c681704fd570ec180e9594e86d8a38445d1256917c2c016a76dc78e76
243,ps,ps,config_98320,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_98320.xyz,6a3d1d560b404a947620610716270e0c5918a8cb057ee1abdc1abc367958c8b2,ps_mcos/config_98320.mcos,614b542ba333bf490a62b784daf42aae84bafd88c60461144dc1cf393651bbba
244,ps,ps,config_98900,104,C50H54,DDWOBGZHJCTJGO,inputs/polymers/ps/config_98900.xyz,67abe8eab477ed96039fedebe272b82a4fde1cbf9daf7c7584ac6a37c35a7cc8,ps_mcos/config_98900.mcos,69983c5019eeda9c562b5e78115d03db0555dc4b81282954a25b4cd40bcb2099
245,polyurethane,polyurethane,PU_conf_0,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_0.xyz,2cfb7d5e4ea81814060be716e7440c00d7a474a1029f6a6c3fbdbd48ad6b1636,polyurethane_mcos/PU_conf_0.cosmo,4acaee44f94442be16341b48d7f1d2ce8efe7e93ddb03ed6bcc76b5ec836e3c8
246,polyurethane,polyurethane,PU_conf_117,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_117.xyz,9816d78bc87a2338c8fa6f4c73086cdbd48695078aaa833513a80008efb27e7d,polyurethane_mcos/PU_conf_117.cosmo,8f3c0035cad71002235b006c407f56d002f01f08bba31dc5fd7135abbf736c23
247,polyurethane,polyurethane,PU_conf_120,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_120.xyz,4c9e52540437b8cb1d6ff4e42f59de1052f67bd315c481b893e33f5a18efe6f3,polyurethane_mcos/PU_conf_120.cosmo,4f69a3392d10e0186b444c09bd93d434b0352257e022d3e6b338e47acfe28cb5
248,polyurethane,polyurethane,PU_conf_1200,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_1200.xyz,3e65cf9e8840857e0867d0d5c769318b3942785223e52b2250001d7280d8ebe8,polyurethane_mcos/PU_conf_1200.cosmo,86b7623892c93ae55dfe3daa9150499302eba5f10aca68492aeec2f0fb7d008b
249,polyurethane,polyurethane,PU_conf_2300,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_2300.xyz,26a0b5d40ff15ea9d1f64f86fd6c530a555a7805ba1cf793e35eabf87adb41a4,polyurethane_mcos/PU_conf_2300.cosmo,d20d4dcd9e37d8e852939f2efcbf0f218f6b73bff8ac45027ad69dfa63f6883a
250,polyurethane,polyurethane,PU_conf_2400,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_2400.xyz,0cd82fd87e58dbaccd55ce909bfe6ad2eae68333e949ddb78d252865c325034f,polyurethane_mcos/PU_conf_2400.cosmo,14ffb2a2c1d1e716546a117b322776b624cc5b9fc0a56d24b4c23d9f712c82c0
251,polyurethane,polyurethane,PU_conf_2850,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_2850.xyz,a46b0fbd1afa57ec8fff32c889f5d3238a0debdfa73cd8347d11c20dfec71fc3,polyurethane_mcos/PU_conf_2850.cosmo,1625f24e2a1e1dd89b1d38cfacdcddd5d16800d1ddcb56191db782421adfab07
252,polyurethane,polyurethane,PU_conf_300,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_300.xyz,6ae7fed1033a2436daafff425424a3a7a72d81619eb70d79ebad76da5cae368e,polyurethane_mcos/PU_conf_300.cosmo,fcf47a7bf3c44128142ac9cfe737f4be2e41e6280d9a2b3ec63f701903c47f9e
253,polyurethane,polyurethane,PU_conf_39,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_39.xyz,899a664c0c205c29b26db3805bf3d987c467b7fa5c2872165ce66638ac04a1bf,polyurethane_mcos/PU_conf_39.cosmo,c45ef8f05705c870eed581c6a3354a7716dd0cf5f2aaa9b3f168586d57882f3e
254,polyurethane,polyurethane,PU_conf_6,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_6.xyz,b08d3fc93e413b0aeb392862d3eae4da5c712d83616127ac0df3072db06d909c,polyurethane_mcos/PU_conf_6.cosmo,6712bcc6fca1a16eeadfd48cc8183c94779cfb1c1593d1e3701c33f0b76e7352
255,polyurethane,polyurethane,PU_conf_600,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_600.xyz,f91cfeacb55b0f1d6280886293f376ce2805be61abcf338b648f086d00d9c4d3,polyurethane_mcos/PU_conf_600.cosmo,ad3c16a827eada83155f353ee0ca1e14dba8422afe328626f9792a782089dbaa
256,polyurethane,polyurethane,PU_conf_64,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_64.xyz,70d563d0f3d96dba6048dad9ee9e991632c51b513b72fb7888cbd93aa942c554,polyurethane_mcos/PU_conf_64.cosmo,e360ddac8a33d9826d97759837fedf1b33fa7e69b0a5e2fd3d64ea422a034cf0
257,polyurethane,polyurethane,PU_conf_850,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_850.xyz,dbf828c0233618fbbfae77b5dd5304d346a1e635846988c5217c69286f6bfad3,polyurethane_mcos/PU_conf_850.cosmo,f3611cf97b4f1f0ea956c85dd7231476c400ebaa72183f36577af81b03554171
258,polyurethane,polyurethane,PU_conf_89,155,C58H76N4O17,IGIWEXMKUAPHOA,inputs/polymers/polyurethane/PU_conf_89.xyz,373536ef3cacedd1d217e51571852ef9806891ea2596aebff72cb70b66f62c10,polyurethane_mcos/PU_conf_89.cosmo,75e332fe5759ff3625b305c248cfcb182d70dccb5452eccb88abf15a3835b338
259,pc,pc,config_1040,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_1040.xyz,276374f590f3cbfd657917cc5133efcc380d3891e21b9476c5b52044fa72a034,pc_mcos/config_1040.mcos,49b8ddf7916e6451cb4f875d908249023be36946352ef73ffad9c17bceebb1da
260,pc,pc,config_2000,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_2000.xyz,81efbf02410fea71b2a11d911970b2774d23da5af4b99fc03e5e753f68e67c44,pc_mcos/config_2000.mcos,b19fdb96b41c7b10a3a4fcf598406e6c4578ca6bd1f628acbb604a4facbd30fd
261,pc,pc,config_2230,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_2230.xyz,4322e318c9a51796af3815c2f4fbb8c7585aa4a847694e24e991123b5bf9a350,pc_mcos/config_2230.mcos,c289bf5b25b80fbabed2c048de4b94ad52f038524a8f5fbee6a22bee7ca81786
262,pc,pc,config_260,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_260.xyz,b961e74c6eeba237598a95305adc4da44d66dacf3143334f998c08ffb1db0729,pc_mcos/config_260.mcos,3f38e80c35fb5560a76ffac52aa6ded8f54157ec214ccb34bfad68a93f22448d
263,pc,pc,config_2880,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_2880.xyz,4255d9ea2f3a567d2bdf215159d1736c78f668f7a1e2c2e1ba353197ccd4fd88,pc_mcos/config_2880.mcos,85f75a74fbe42fd41d30160dbe413d87988b721c1a9a9d94abdedf475f512370
264,pc,pc,config_3290,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_3290.xyz,288c53b30ca790cf0fc030742dd8b3e28cdd99dcdd55a7955364769905639298,pc_mcos/config_3290.mcos,d668565fd4114ec381a460ac98ea526a2ee13b90ae671a4f434abb8863946594
265,pc,pc,config_350,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_350.xyz,99de0f1f94fbdeb59ad64e2af41ad070c47f16cf5e563cd867c8ae884ce8d30c,pc_mcos/config_350.mcos,1d5fc15ba1ffe54425089b974c8b706ccb0919a74f2285ce8004c1651442bff2
266,pc,pc,config_3720,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_3720.xyz,420fbb2e6c39ceeba80343bed0b992b00b85141120b0fd4da0ffbe885ec2613f,pc_mcos/config_3720.mcos,de2779656072cb49b68b7f2c8881abcbf72096d3556fbd206f92b65bd8426b90
267,pc,pc,config_3770,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_3770.xyz,0749963b26b2f689e4b6c0000de2abeec623d85a2867c6ae1098efeea3f8c7f8,pc_mcos/config_3770.mcos,b77d5dacd6ac81936fba1daf5337efa82399492b99357c56e38e6168d98f80b3
268,pc,pc,config_440,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_440.xyz,e52fd694c03ce622e0962694316ebbfa7995ba48b96874c0fbc90f5e3e152dee,pc_mcos/config_440.mcos,575225006ddbf73e45e86ad12880b5014eb47e9b641938c705415ed9711c66a6
269,pc,pc,config_4990,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_4990.xyz,35439a507e1fbba82a9e6e6d74bfa0c02157b29feb354c45603a2b7d44eaeb27,pc_mcos/config_4990.mcos,b6e8cc864ead304fc8994392103a7b9a7e50c6923eb1e6a94e6f407114496be5
270,pc,pc,config_590,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_590.xyz,b8020ffe6fe4e92caa3d3e9313e078d1730dbbe9fc790e26f843fb8d0285113c,pc_mcos/config_590.mcos,5ea9aa5ecdcfa76bfbd98522fe4360ca49df0f92391a073131b2d5e6815d12f0
271,pc,pc,config_6170,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_6170.xyz,cd3fb8a390f97042edd40acb77e7561d83c6fdd70d99569ff3fce3f7fc5f089d,pc_mcos/config_6170.mcos,7b89c56c61a031d32fefa9753d8f74541dfaaf837e51e8987017f2bc19b0a14e
272,pc,pc,config_6510,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_6510.xyz,86dc0f48fb95646dc303ada8ad344803a9b463f01c818c6db594fb7c23e9fee1,pc_mcos/config_6510.mcos,a0e6bdedeaf48e2f50d191663d64723b5da364c185593c7d6a995187d63202f4
273,pc,pc,config_6680,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_6680.xyz,00e9ce00a3d63b98ce11938b3a978151685e5c05cee36d875c3fc60f237fdd75,pc_mcos/config_6680.mcos,04fc6c1090c7c607b1a6106dc0d7cdad431c5a00b560d9c8976d904747636f1a
274,pc,pc,config_6980,158,C77H66O15,BXXZEQIZFARRSW,inputs/polymers/pc/config_6980.xyz,b098a1e60f774607381c338daea7e7392052dc089402b0738b6b721041c3978f,pc_mcos/config_6980.mcos,33a8a79bcee952e2870c720b1c682749048210324c8feb87b0d4c7f3c9b4bf25
