solute,solvent,A_status,A_solvent_volume_cm3_mol,A_solvent_volume_source,A_PE_volume_cm3_mol,A_PE_volume_source,A_logP_x,A_logP_concentration,A_legacy_unnormalized_x1e5_logP_concentration,B_status,B_solvent_volume_cm3_mol,B_solvent_volume_source,B_PE_volume_cm3_mol,B_PE_volume_source,B_logP_x,B_logP_concentration,B_legacy_unnormalized_x1e5_logP_concentration,B_OPT_weight_sensitivity_logP_concentration,delta_B_minus_A,delta_B_minus_A_x,sign_changed
DEP,isopropanol,predicted,76.93765202918961,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.3851582230429743,0.7000328015732038,0.2096644108350937,predicted,76.93765202918961,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.3890968296979622,0.6988907134876556,0.22652855390684812,0.6988106871934076,-0.0011420880855481652,0.003938606654987908,False
DEP,isopropylamine,predicted,86.42863409070969,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.708004152454778,0.9723600099205874,0.48198280233227686,predicted,86.42863409070969,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.833678950508755,1.0929541132340284,0.6205794256215604,1.0928740869397802,0.120594103313441,0.12567479805397697,False
DEP,methanol,predicted,40.7,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.09987010460517846,0.6912892023545203,0.20093902675159664,predicted,40.7,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.04933305427855143,0.6356714572873573,0.16333862900516338,0.6355914309931093,-0.055617745067162994,-0.05053705032662703,False
DEP,methylacetate,predicted,79.9600626045658,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,1.1030397973474932,1.4011801788458755,0.9107909101871154,predicted,79.9600626045658,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.9218904239833629,1.214950110741209,0.7425719007406506,1.2148700844469609,-0.18623006810466647,-0.1811493733641304,False
DEP,"n,n-dimethylformamide",predicted,77.34806045201447,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,1.18033836242757,1.4929024414190848,1.002509162609362,predicted,77.34806045201447,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.9553797067461747,1.2628630909971534,0.7904814474449755,1.2627830647029055,-0.23003935042193135,-0.2249586556813954,False
DEP,o-xylene,predicted,121.3237646843717,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.8508075760660309,0.9678752050066349,0.47749451416037925,predicted,121.3237646843717,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.7648819270935929,0.8768688612936609,0.404495734005141,0.8767888349994128,-0.091006343712974,-0.08592564897243793,False
DEP,tert-butanol,predicted,94.92604213357237,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.5112717640848156,0.7348998973742163,0.24452669104765254,predicted,94.92604213357237,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.44905241257114875,0.6675998511200135,0.19523422968990298,0.6675198248257654,-0.06730004625420283,-0.06221935151366681,False
DEP,tetrahydrofuran,predicted,81.74256878009076,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,1.2188670273390123,1.5074322529139068,1.0170375375587533,predicted,81.74256878009076,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,1.0919709804315514,1.3754555112659097,0.9030696953343614,1.375375484971662,-0.1319767416479971,-0.12689604690746092,False
DEP,tetrahydropyran,predicted,97.98755446344266,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,1.0614125653418538,1.2712551534717447,0.7808664470735183,predicted,97.98755446344266,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.9645139187497979,1.1692758121391527,0.6968950262850718,1.1691957858449045,-0.10197934133259201,-0.09689864659205594,False
DEP,toluene,predicted,106.86731616794246,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.9327316344691876,1.104900238650936,0.6145172877216857,predicted,106.86731616794246,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.8488420748710137,1.0159299843122258,0.5435543742510575,1.0158499580179778,-0.08897025433871009,-0.0838895595981739,False
DEP,triethylamine,predicted,139.99712238974465,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.5988359655755786,0.6537303636083228,0.16335429899450546,predicted,139.99712238974465,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.521596629301661,0.5714103325938692,0.09904438639882437,0.571330306299621,-0.08232003101445362,-0.07723933627391766,False
DEP,water,predicted,18.07,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,-2.9406991578430612,-1.9966438034294312,-2.4865748840812936,predicted,18.07,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,-4.169658094836638,-3.2306834351635443,-3.7024011516103776,-3.2307634614577916,-1.2340396317341131,-1.228958936993577,False
DBP,"1,2-propanediol",predicted,73.69347697242269,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,-0.5149362203887055,-0.1813517611068841,-0.6716953366859075,predicted,73.69347697242269,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,-0.27850424498945514,0.049999519551830185,-0.42234309171892587,0.049870417070595086,0.2313512806587143,0.23643197539925032,True
DBP,1-propanol,predicted,75.0812393102061,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.1683223135117027,0.4938043879016095,0.003438056821488178,predicted,75.0812393102061,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.18106440705921567,0.5014657867085865,0.02910760377071442,0.5013366842273514,0.007661398806977027,0.012742093547512962,False
DBP,"2,3-dihydropyran",predicted,91.23427331887201,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,1.0699766065002934,1.3108320962309103,0.8204352818815741,predicted,91.23427331887201,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.9797798988556625,1.2155546938457433,0.7431657646713047,1.2154255913645085,-0.09527740238516702,-0.09019670764463084,False
DBP,2-butanone,predicted,90.33700826860434,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,1.0208652404240866,1.2660130436611063,0.7756182801939135,predicted,90.33700826860434,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.7680374484710981,1.008104556967582,0.5357253017554744,1.0079754544863468,-0.2579084866935244,-0.25282779195298843,False
DBP,acetic acid,predicted,57.52382776952919,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,-0.0743397500234653,0.366825979648002,-0.12350579675206375,predicted,57.52382776952919,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,-0.14983874175446896,0.2862462931764622,-0.18607039893885136,0.2861171906952272,-0.08057968647153979,-0.07549899173100366,False
DBP,acetone,predicted,74.05329593267884,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,1.0330476773873398,1.364516791679955,0.8741189160426515,predicted,74.05329593267884,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.7178009360924023,1.0441893556444815,0.571810597906621,1.0440602531632464,-0.32032743603547353,-0.31524674129493757,False
DBP,acetylacetone,predicted,103.01162671056692,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.5730457539739179,0.761173015551341,0.2707933711088644,predicted,103.01162671056692,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.3165908571095084,0.49963742394639554,0.027272064433138538,0.49950832146516055,-0.26153559160494544,-0.2564548968644095,False
DBP,benzene,predicted,89.41518526573641,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,1.1057716304702436,1.355373856712824,0.8649753347899917,predicted,89.41518526573641,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,1.0678718007579016,1.312393332259946,0.8399996875676846,1.312264229778711,-0.04298052445287803,-0.03789982971234207,False
DBP,chloroform,predicted,80.70716289761012,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,4.078770211147264,4.372871637317256,3.8823614343254915,predicted,80.70716289761012,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,2.433439891411732,2.7224606228411874,2.2499994535869394,2.7223315203599525,-1.6504110144760684,-1.6453303197355318,False
DBP,cyclohexane,predicted,108.75048455872852,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.3981607980012529,0.5627431042621227,0.07238427125652458,predicted,108.75048455872852,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.27660070470129683,0.43610231622163065,-0.03624649082024767,0.43597321374039555,-0.12664078804049206,-0.1215600932999561,False
DBP,cyclohexanol,predicted,106.0,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.2502712899820698,0.4259789316918615,-0.06439242515027868,predicted,106.0,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.3187438389760115,0.4893707859452672,0.017003316615143232,0.4892416834640321,0.06339185425340566,0.06847254899394167,False
DBP,dichloromethane,predicted,64.0,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,2.8193847187243035,3.2142182517149784,2.723742881100908,predicted,64.0,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,1.8007642309292975,2.1905170691794362,1.7180837833842169,2.190387966698201,-1.0237011825355422,-1.018620487795006,False
DBP,dimethyl sulfoxide,predicted,71.33362547472977,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.513719804407762,0.8614390141293853,0.3710382761112389,predicted,71.33362547472977,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.31319622692083754,0.6558347419019248,0.18345544563358693,0.6557056394206897,-0.20560427222746047,-0.20052357748692445,False
DBP,diphenyl ether,predicted,130.4012629315705,route-specific COSMO cavity,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.8627794940095933,0.9485112034413516,0.45812366820031303,predicted,126.06119532135739,route-specific COSMO cavity,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.750608148275332,0.8459595396885985,0.3735809574727046,0.8458304372073633,-0.10255166375275315,-0.11217134573426135,False
DBP,dodecane,predicted,228.4909456740442,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.1207874032901424,-0.03706808485578303,-0.5274354828225201,predicted,228.4909456740442,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.01444361431325406,-0.14849256857320733,-0.6208506550440136,-0.1486216710544424,-0.1114244837174243,-0.10634378897688834,False
DBP,ethanol,predicted,58.65008930742506,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.07090469905529494,0.5036495282706811,0.013290776180573227,predicted,58.65008930742506,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.0402369024605122,0.4679010369353623,-0.004444138617787363,0.46777193445412724,-0.03574849133531882,-0.030667796594782734,False
DBP,ethyl acetate,predicted,98.51620766383772,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.9165127818207626,1.124018603273087,0.6336288367726669,predicted,98.51620766383772,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.7595131129108657,0.9619382396226541,0.4895597076737568,0.9618091371414191,-0.16208036365043288,-0.15699966890989692,False
DBP,ethylene glycol,predicted,55.92568231170541,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,-1.1433414192619817,-0.6899392036238289,-1.1802465103242965,predicted,55.92568231170541,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,-0.933605340037992,-0.4852838191403752,-0.9575844399269293,-0.4854129216216102,0.20465538448345366,0.20973607922398974,False
DBP,heptane,predicted,147.45353679532644,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.2365790949348526,0.2689374079834661,-0.22142405605944035,predicted,147.45353679532644,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.10298386582635963,0.13026148413443708,-0.34208970098423075,0.13013238165320207,-0.13867592384902902,-0.13359522910849297,False
DBP,hexane,predicted,131.6,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.29061329122762003,0.3723709089242453,-0.11798929072975554,predicted,131.6,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.15685462492455676,0.233531547880646,-0.23881813558135911,0.23340244539941102,-0.13883936104359929,-0.13375866630306327,False
DBP,isopropanol,predicted,76.93765202918961,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.189994124152465,0.5048687026826945,0.01450143677977378,predicted,76.93765202918961,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.22808524758164667,0.53787913137134,0.06551904257689553,0.537750028890105,0.033010428688645566,0.03809112342918167,False
DBP,isopropylamine,predicted,86.42863409070969,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,0.6367638607515321,0.9011197182173414,0.41073677860645685,predicted,86.42863409070969,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,0.7841034260677577,1.0433785887930311,0.5709989228841954,1.0432494863117958,0.14225887057568976,0.1473395653162256,False
DBP,methanol,predicted,40.7,documented campaign table,158.85961546922138,Boltzmann-weighted route-specific COSMO cavity,-0.3019213158402664,0.2894977819090755,-0.20083192187052423,predicted,40.7,documented campaign table,157.01198792861894,Boltzmann-weighted route-specific COSMO cavity,-0.30906498753409595,0.27727341547470996,-0.19502803220089615,0.2771443129934749,-0.01222436643436553,-0.0071436716938295675,False
